lat,lng,started_at,arrived_at,delivered_at
43.477743,-79.733414,2024-07-02 14:33:18,2024-07-02 23:05:08,2024-07-02 23:05:55
43.512081,-79.620361,2024-07-02 14:33:31,2024-07-02 22:20:34,2024-07-02 22:21:00
43.700894,-79.402094,2024-07-02 14:33:41,2024-07-02 21:24:04,2024-07-02 21:27:03
43.676000,-79.322528,2024-07-02 14:33:50,2024-07-02 22:21:22,2024-07-02 22:21:53
43.651852,-79.369056,2024-07-02 14:33:57,2024-07-02 21:19:27,2024-07-02 21:20:07
43.640507,-79.396901,2024-07-02 14:33:58,2024-07-02 21:54:11,2024-07-02 21:55:49
43.659670,-79.422358,2024-07-02 14:34:02,2024-07-02 23:03:48,2024-07-02 23:04:28
43.648063,-79.513641,2024-07-02 14:34:19,2024-07-02 22:11:36,2024-07-02 22:12:27
43.654290,-79.430719,2024-07-02 14:34:34,2024-07-02 23:05:58,2024-07-02 23:06:43
43.643409,-79.415541,2024-07-02 14:34:47,2024-07-02 21:16:51,2024-07-02 21:17:25
43.801536,-79.218715,2024-07-02 14:34:51,2024-07-02 22:53:00,2024-07-02 22:53:34
43.202868,-79.869556,2024-07-02 14:34:57,2024-07-03 19:09:25,2024-07-03 19:09:54
43.702152,-79.416557,2024-07-02 14:35:12,2024-07-02 21:09:59,2024-07-02 21:10:28
43.637948,-79.490746,2024-07-02 14:35:34,2024-07-03 01:02:07,2024-07-03 01:02:34
43.706833,-79.396527,2024-07-04 21:34:10,2024-07-05 21:59:16,2024-07-05 22:04:21
43.687299,-79.300651,2024-07-02 14:35:37,2024-07-03 00:45:46,2024-07-03 00:48:07
43.793459,-79.315226,2024-07-02 14:35:37,2024-07-02 20:59:27,2024-07-02 21:02:42
43.680668,-79.55,2024-07-02 14:35:43,2024-07-03 00:38:10,2024-07-03 00:38:33
43.904696,-78.835115,2024-07-02 14:36:17,2024-07-02 23:53:29,2024-07-02 23:58:13
43.725383,-79.426618,2024-07-02 14:36:22,2024-07-02 20:49:32,2024-07-02 20:50:12
43.678517,-79.741670,2024-07-02 14:36:25,2024-07-02 22:50:59,2024-07-02 22:51:57
43.642316,-79.396728,2024-07-02 14:36:39,2024-07-02 22:47:41,2024-07-02 22:48:04
43.656472,-79.488911,2024-07-02 14:36:56,2024-07-02 21:53:01,2024-07-02 21:53:39
43.844454,-79.570376,2024-07-02 14:37:37,2024-07-03 01:48:00,2024-07-03 01:49:00
43.6845593,-79.3570948,2024-07-02 14:37:53,2024-07-02 20:49:23,2024-07-02 20:50:41
43.658206,-79.754949,2024-07-02 14:37:56,2024-07-03 20:43:45,2024-07-03 20:45:06
43.7654,-79.46964,2024-07-02 14:38:16,2024-07-03 14:21:10,2024-07-03 14:22:27
43.669072,-79.406942,2024-07-02 14:38:19,2024-07-02 23:19:35,2024-07-02 23:19:51
43.656543,-79.496433,2024-07-02 14:38:22,2024-07-02 21:48:51,2024-07-02 21:49:53
43.67173,-79.389248,2024-07-02 14:38:40,2024-07-02 23:54:48,2024-07-02 23:55:55
43.684891,-79.397100,2024-07-02 14:39:01,2024-07-02 23:13:53,2024-07-02 23:14:09
43.708965,-79.758811,2024-07-02 14:39:04,2024-07-02 22:07:38,2024-07-02 22:08:48
43.875832,-79.005651,2024-07-02 14:39:07,2024-07-03 00:13:03,2024-07-03 00:14:21
43.808327,-79.209114,2024-07-02 14:39:21,2024-07-02 23:01:39,2024-07-02 23:02:31
43.639868,-79.416734,2024-07-02 14:39:27,2024-07-02 22:06:42,2024-07-02 22:08:14
43.623426,-79.478979,2024-07-02 14:39:33,2024-07-02 23:46:55,2024-07-02 23:47:40
43.530431,-79.666792,2024-07-02 16:04:46,2024-07-04 00:50:08,2024-07-04 00:52:21
43.460351,-79.737598,2024-07-02 14:39:59,2024-07-02 22:38:15,2024-07-02 22:39:03
43.708370,-79.395391,2024-07-02 14:40:02,2024-07-02 22:36:09,2024-07-02 22:38:27
43.577822,-79.587256,2024-07-02 14:40:10,2024-07-02 21:23:48,2024-07-02 21:24:26
43.716796,-79.400693,2024-07-02 14:40:16,2024-07-03 14:32:49,2024-07-03 14:33:36
43.652222,-79.370876,2024-07-02 15:47:30,2024-07-02 21:13:19,2024-07-02 21:13:52
43.657370,-79.429435,2024-07-02 14:40:31,2024-07-02 23:16:21,2024-07-02 23:16:54
43.598132,-79.620940,2024-07-02 14:40:59,2024-07-02 23:44:59,2024-07-02 23:46:05
43.952581,-78.860132,2024-07-02 14:41:08,2024-07-03 00:34:31,2024-07-03 00:35:34
43.534089,-79.843573,2024-07-02 14:41:17,2024-07-03 14:32:38,2024-07-03 14:33:14
43.776973,-79.756418,2024-07-02 14:41:17,2024-07-02 22:13:09,2024-07-02 22:15:14
43.645758,-79.394625,2024-07-02 14:41:17,2024-07-02 21:14:57,2024-07-02 21:15:23
43.492634,-79.714881,2024-07-02 14:41:17,2024-07-03 00:11:07,2024-07-03 00:11:50
43.630338,-79.472736,2024-07-02 14:41:17,2024-07-03 00:06:11,2024-07-03 00:06:59
43.784906,-79.735501,2024-07-02 14:41:17,2024-07-02 21:33:02,2024-07-02 21:33:40
43.683509,-79.463849,2024-07-02 14:41:19,2024-07-02 23:48:35,2024-07-02 23:49:59
43.564076,-79.765897,2024-07-03 18:43:42,2024-07-05 00:51:27,2024-07-05 00:59:44
43.583576,-79.741113,2024-07-02 14:41:19,2024-07-03 02:27:55,2024-07-03 02:29:18
43.893920,-79.450598,2024-07-02 14:41:19,2024-07-02 21:12:41,2024-07-02 21:15:23
43.803686,-79.332833,2024-07-02 14:41:20,2024-07-02 20:39:19,2024-07-02 20:41:36
43.650873,-79.755695,2024-07-02 14:41:20,NULL,2024-07-03 20:49:39
43.726573,-79.311861,2024-07-02 14:41:20,2024-07-02 22:00:51,2024-07-02 22:02:11
43.724048,-79.511815,2024-07-02 14:41:21,2024-07-02 22:29:11,2024-07-02 22:31:36
43.650500,-79.369538,2024-07-02 14:41:21,2024-07-02 22:51:30,2024-07-02 22:54:25
43.517500,-79.838038,2024-07-02 14:41:21,2024-07-03 15:01:49,2024-07-03 15:02:08
43.638833,-79.398839,2024-07-02 14:41:22,2024-07-02 22:01:16,2024-07-02 22:04:17
43.440949,-79.766188,2024-07-02 14:41:22,2024-07-02 22:26:21,2024-07-02 22:27:00
43.916462,-79.471726,2024-07-02 14:41:22,2024-07-03 01:06:39,2024-07-03 01:07:57
43.831463,-79.141107,2024-07-02 14:41:23,2024-07-03 00:48:14,2024-07-03 00:50:11
43.650118,-79.357935,2024-07-02 14:41:23,2024-07-02 22:19:47,2024-07-02 22:21:11
43.640323,-79.391757,2024-07-03 14:09:33,2024-07-03 22:45:38,2024-07-03 22:46:07
43.727701,-79.627947,2024-07-02 14:41:24,2024-07-02 22:27:46,2024-07-02 22:28:21
43.940461,-78.884664,2024-07-02 14:41:24,2024-07-03 00:57:26,2024-07-03 00:58:43
43.781294,-79.450031,2024-07-02 14:41:24,2024-07-02 22:12:36,2024-07-02 22:15:56
43.768122,-79.411131,2024-07-02 14:41:25,2024-07-02 22:23:53,2024-07-02 22:24:20
43.764634,-79.757621,2024-07-02 14:41:26,2024-07-02 22:35:18,2024-07-02 22:36:35
43.639851,-79.559513,2024-07-02 14:41:26,2024-07-02 22:39:53,2024-07-02 22:43:58
43.691259,-79.753234,2024-07-02 14:41:27,2024-07-02 21:38:00,2024-07-02 21:41:52
43.689242,-79.395249,2024-07-02 14:41:27,2024-07-02 22:38:57,2024-07-02 22:39:23
43.930853,-78.863582,2024-07-02 14:41:27,2024-07-02 23:32:56,2024-07-02 23:33:48
43.728964,-79.313217,2024-07-02 14:41:27,2024-07-02 21:52:39,2024-07-02 21:53:35
43.893548,-79.279182,2024-07-02 14:41:27,2024-07-02 23:01:39,2024-07-02 23:02:33
43.713568,-79.412115,2024-07-02 14:41:28,2024-07-02 20:56:40,2024-07-02 20:57:12
43.661987,-79.434121,2024-07-02 14:41:28,2024-07-02 23:26:53,2024-07-02 23:30:11
43.662748,-79.435481,2024-07-02 14:41:28,2024-07-02 23:33:34,2024-07-02 23:33:57
43.798524,-79.315379,2024-07-02 14:41:29,2024-07-02 21:20:56,2024-07-02 21:27:32
43.676258,-79.821144,2024-07-02 14:41:29,2024-07-02 23:40:21,2024-07-02 23:43:05
43.732031,-79.577134,2024-07-02 14:41:30,2024-07-02 23:16:28,2024-07-02 23:17:35
43.700649,-79.406504,2024-07-02 14:41:30,2024-07-02 21:23:11,2024-07-02 21:23:50
43.623604,-79.484151,2024-07-02 14:41:30,2024-07-03 00:28:58,2024-07-03 00:30:00
43.689249,-79.492504,2024-07-02 14:41:30,2024-07-03 01:01:57,2024-07-03 01:04:41
43.682081,-79.462735,2024-07-02 14:41:31,2024-07-02 23:52:39,2024-07-02 23:55:22
43.843176,-79.111439,2024-07-02 14:41:31,2024-07-03 01:05:14,2024-07-03 01:17:39
43.448656,-79.677041,2024-07-02 14:41:32,2024-07-02 21:14:28,2024-07-02 21:16:59
43.639411,-79.553162,2024-07-02 14:41:32,2024-07-02 22:58:12,2024-07-02 23:02:10
43.665472,-79.443815,2024-07-02 14:41:32,2024-07-02 23:40:46,2024-07-02 23:41:36
43.735314,-79.221751,2024-07-02 14:41:33,2024-07-03 00:22:58,2024-07-03 00:24:14
43.636164,-79.435161,2024-07-02 14:41:33,2024-07-02 23:34:19,2024-07-02 23:38:39
43.558861,-79.750938,2024-07-02 14:41:34,2024-07-03 01:02:57,2024-07-03 01:04:32
43.517365,-79.877877,2024-07-02 14:41:35,2024-07-03 15:57:05,2024-07-03 16:00:16
43.663467,-79.75249,2024-07-02 14:41:37,2024-07-03 20:49:31,2024-07-03 20:57:28
43.662320,-79.357814,2024-07-02 14:41:48,2024-07-02 21:41:47,2024-07-02 21:43:54
43.662340,-79.341096,2024-07-02 14:42:06,2024-07-02 21:48:02,2024-07-02 21:49:41
43.646907,-79.370927,2024-07-02 14:42:14,2024-07-02 22:32:44,2024-07-02 22:33:24
43.883100,-78.918334,2024-07-02 15:56:16,2024-07-02 23:08:37,2024-07-02 23:09:05
43.751256,-79.319061,2024-07-02 14:42:27,2024-07-03 16:56:01,2024-07-03 16:58:39
43.661512,-79.817092,2024-07-02 16:04:50,2024-07-04 01:53:57,2024-07-04 01:54:29
43.6240551,-79.4857095,2024-07-02 14:43:10,2024-07-03 00:32:23,2024-07-03 00:33:21
43.735856,-79.483760,2024-07-02 14:43:12,2024-07-02 23:02:53,2024-07-02 23:04:39
43.622563,-79.695362,2024-07-02 14:43:32,2024-07-05 21:17:34,2024-07-05 21:19:13
43.623517,-79.479288,2024-07-02 14:43:47,2024-07-02 23:44:41,2024-07-02 23:46:31
43.799356,-79.449232,2024-07-02 14:43:48,2024-07-02 20:41:36,2024-07-02 20:42:05
43.617219,-79.611512,2024-07-02 14:43:49,2024-07-02 22:46:16,2024-07-02 22:47:18
43.770599,-79.201936,2024-07-02 14:43:50,2024-07-02 22:49:21,2024-07-02 22:51:02
43.639715,-79.499983,2024-07-02 14:43:51,2024-07-03 01:24:30,2024-07-03 01:24:56
43.706991,-79.381056,2024-07-02 14:43:52,2024-07-02 23:11:16,2024-07-02 23:13:04
43.2574,-79.860044,2024-07-02 14:43:53,2024-07-03 20:04:52,2024-07-03 20:05:17
43.559057,-79.676896,2024-07-02 14:43:53,2024-07-03 01:50:37,2024-07-03 01:51:50
43.711863,-79.411418,2024-07-02 16:04:31,2024-07-03 21:20:58,2024-07-03 21:23:45
43.601543,-79.648861,2024-07-02 14:44:14,2024-07-02 22:16:48,2024-07-02 22:18:26
43.401642,-79.697804,2024-07-02 14:44:15,2024-07-03 00:45:04,2024-07-03 00:45:46
43.551710,-79.737233,2024-07-02 14:44:16,2024-07-03 00:42:19,2024-07-03 00:42:50
43.837032,-79.473114,2024-07-02 14:44:17,2024-07-02 23:05:38,2024-07-02 23:06:16
43.630704,-79.606343,2024-07-02 14:44:18,2024-07-02 21:51:29,2024-07-02 21:52:08
43.469754,-79.749430,2024-07-02 14:44:19,2024-07-02 22:49:26,2024-07-02 22:50:10
43.732195,-79.461118,2024-07-02 15:55:39,2024-07-02 23:38:15,2024-07-02 23:41:29
43.646508,-79.752236,2024-07-02 14:44:20,2024-07-03 00:41:33,2024-07-03 00:42:33
43.888428,-78.929962,2024-07-02 14:44:21,2024-07-02 22:52:42,2024-07-02 22:53:21
43.794094,-79.442781,2024-07-02 14:44:22,2024-07-02 20:49:58,2024-07-02 20:50:19
43.559385,-79.729101,2024-07-02 14:44:23,2024-07-02 23:15:05,2024-07-02 23:15:48
43.623426,-79.478979,2024-07-02 14:44:23,2024-07-02 23:48:14,2024-07-02 23:50:00
44.91199,-76.62665,2024-07-02 14:44:24,2024-07-05 22:27:40,2024-07-05 22:40:21
43.662472,-79.404080,2024-07-02 14:44:27,2024-07-02 20:49:19,2024-07-02 20:49:53
43.709927,-79.393902,2024-07-02 14:44:27,2024-07-02 21:37:21,2024-07-02 21:38:38
43.874210,-79.446664,2024-07-02 14:44:27,2024-07-02 20:54:33,2024-07-02 20:55:02
43.689766,-79.402171,2024-07-02 14:44:27,2024-07-02 22:47:27,2024-07-02 22:48:09
43.660268,-79.377911,2024-07-02 14:44:29,2024-07-02 22:59:30,2024-07-02 22:59:50
43.962475,-79.451337,2024-07-02 14:44:34,2024-07-02 20:59:42,2024-07-02 21:00:13
43.534986,-79.687557,2024-07-02 14:44:51,2024-07-02 23:31:31,2024-07-02 23:33:06
43.643506,-79.514101,2024-07-02 14:44:52,2024-07-02 22:18:52,2024-07-02 22:22:09
43.527452,-79.841064,2024-07-02 14:44:53,2024-07-03 14:41:01,2024-07-03 14:41:20
43.555928,-79.726081,2024-07-02 14:44:54,2024-07-02 22:46:39,2024-07-02 22:51:23
43.653907,-79.792927,2024-07-02 14:44:55,2024-07-03 02:22:13,2024-07-03 02:23:19
43.249374,-79.836325,2024-07-02 14:44:56,2024-07-03 20:54:16,2024-07-03 20:54:44
43.596389,-79.665235,2024-07-02 14:44:57,2024-07-03 00:12:50,2024-07-03 00:13:29
43.350032,-79.832818,2024-07-02 14:44:58,2024-07-02 22:42:05,2024-07-02 22:43:37
43.548754,-79.591900,2024-07-02 14:44:59,2024-07-02 21:48:27,2024-07-02 21:52:13
43.564387,-79.625011,2024-07-02 14:45:00,2024-07-02 21:49:46,2024-07-02 21:51:37
43.687321,-79.399394,2024-07-02 14:45:12,2024-07-02 22:44:12,2024-07-02 22:44:52
43.6565513,-79.3858205,2024-07-02 14:45:15,2024-07-02 21:51:53,2024-07-02 21:54:17
43.600740,-79.515718,2024-07-02 14:45:17,2024-07-03 01:21:25,2024-07-03 01:21:59
43.733323,-79.739365,2024-07-02 14:45:21,2024-07-02 22:36:36,2024-07-02 22:37:12
43.561025,-79.632987,2024-07-02 14:45:22,2024-07-02 21:52:48,2024-07-02 21:55:09
43.358099,-79.820851,2024-07-02 14:45:23,2024-07-02 22:16:13,2024-07-02 22:20:01
43.579811,-79.608627,2024-07-02 14:45:24,2024-07-02 21:32:37,2024-07-02 21:35:21
43.773041,-79.724135,2024-07-02 15:47:22,2024-07-02 21:56:44,2024-07-02 21:57:08
43.3245985,-79.8021461,2024-07-02 14:45:26,2024-07-02 23:58:11,2024-07-02 23:59:10
43.440159,-79.730600,2024-07-02 14:45:26,2024-07-02 21:43:14,2024-07-02 21:43:57
43.710108,-79.764112,2024-07-02 14:45:27,2024-07-02 22:02:23,2024-07-02 22:05:49
43.705293,-79.397264,2024-07-02 14:45:38,2024-07-02 22:10:21,2024-07-02 22:12:29
43.577442,-79.728589,2024-07-02 14:46:06,2024-07-02 23:22:37,2024-07-02 23:26:52
43.852516,-79.238331,2024-07-02 14:46:06,2024-07-03 00:20:28,2024-07-03 00:22:18
43.82141,-79.129888,2024-07-02 14:46:23,2024-07-03 00:35:29,2024-07-03 00:36:24
43.648012,-79.434590,2024-07-02 14:46:24,2024-07-02 23:19:29,2024-07-02 23:23:30
44.0528401,-79.4900227,2024-07-02 14:46:28,2024-07-03 16:15:46,2024-07-03 16:16:33
43.888439,-79.239307,2024-07-03 19:05:20,2024-07-03 23:00:49,2024-07-03 23:02:42
43.689403,-79.377587,2024-07-02 14:46:28,2024-07-03 16:28:25,2024-07-03 16:29:14
43.639127,-79.437147,2024-07-02 14:46:29,2024-07-03 15:51:38,2024-07-03 15:55:57
43.680854,-79.416393,2024-07-02 14:46:29,2024-07-02 22:37:44,2024-07-02 22:38:26
43.804570,-79.315692,2024-07-02 14:46:29,2024-07-02 21:13:25,2024-07-02 21:14:33
43.733949,-79.553382,2024-07-02 14:46:30,2024-07-02 21:21:04,2024-07-02 21:21:34
43.707824,-79.246552,2024-07-02 14:46:30,2024-07-03 17:28:27,2024-07-03 17:31:07
43.766042,-79.403193,2024-07-02 14:46:30,2024-07-03 02:11:23,2024-07-03 02:13:17
43.680658,-79.355702,2024-07-02 14:46:31,2024-07-02 20:55:37,2024-07-02 20:57:10
43.627390,-79.478417,2024-07-02 14:46:31,2024-07-03 00:15:33,2024-07-03 00:16:58
43.706253,-79.425238,2024-07-02 14:46:31,2024-07-02 22:07:16,2024-07-02 22:08:59
43.707819,-79.399391,2024-07-02 14:46:38,2024-07-02 22:22:36,2024-07-02 22:27:21
43.642953,-79.441350,2024-07-02 14:46:37,2024-07-03 00:33:15,2024-07-03 00:34:03
43.898098,-79.027210,2024-07-02 14:46:48,2024-07-02 23:56:34,2024-07-02 23:58:36
43.898666,-79.439547,2024-07-02 14:46:51,2024-07-02 22:19:48,2024-07-02 22:27:00
43.677541,-79.348973,2024-07-02 14:47:06,2024-07-02 21:08:31,2024-07-02 21:08:57
43.771408,-79.174865,2024-07-02 14:47:06,2024-07-02 23:32:16,2024-07-02 23:32:50
43.748346,-79.243677,2024-07-02 14:47:06,2024-07-02 23:33:18,2024-07-02 23:34:01
43.777199,-79.395704,2024-07-02 14:47:07,2024-07-03 00:05:03,2024-07-03 00:06:03
43.386857,-79.814086,2024-07-02 14:47:07,2024-07-02 23:34:02,2024-07-02 23:34:34
43.822522,-79.128574,2024-07-02 15:54:12,2024-07-03 00:32:52,2024-07-03 00:34:39
44.000952,-79.462581,2024-07-02 14:47:17,2024-07-02 21:30:11,2024-07-02 21:31:29
43.724632,-79.783741,2024-07-02 14:47:17,2024-07-02 22:17:30,2024-07-02 22:18:31
43.640753,-79.393407,2024-07-02 14:47:19,2024-07-02 21:38:38,2024-07-02 21:48:42
43.404419,-79.820084,2024-07-02 14:47:19,2024-07-02 23:07:16,2024-07-02 23:07:47
43.580423,-79.597575,2024-07-02 15:50:53,2024-07-02 21:16:24,2024-07-02 21:18:27
43.639234,-79.4422,2024-07-02 14:47:28,2024-07-03 00:01:57,2024-07-03 00:03:00
43.817655,-79.615647,2024-07-02 14:47:44,2024-07-03 00:14:07,2024-07-03 00:15:02
43.793833,-79.237339,2024-07-03 20:15:22,2024-07-05 00:12:39,2024-07-05 00:16:26
43.712388,-79.396031,2024-07-02 14:48:05,2024-07-02 21:24:46,2024-07-02 21:26:21
43.88245,-79.306318,2024-07-02 14:48:18,2024-07-03 00:24:16,2024-07-03 00:24:50
43.371634,-79.801053,2024-07-02 14:48:20,2024-07-02 21:38:04,2024-07-02 21:39:53
43.520513,-79.851204,2024-07-02 14:48:20,2024-07-03 14:49:44,2024-07-03 14:50:06
43.648179,-79.487436,2024-07-02 14:48:24,2024-07-02 22:07:56,2024-07-02 22:08:22
43.700361,-79.811353,2024-07-02 14:48:25,2024-07-03 00:20:06,2024-07-03 00:20:44
43.695341,-79.397155,2024-07-02 14:48:25,2024-07-02 22:21:48,2024-07-02 22:25:41
43.781063,-79.248557,2024-07-02 15:47:20,2024-07-02 23:06:47,2024-07-02 23:08:09
43.378583,-79.722644,2024-07-02 14:49:08,2024-07-03 19:08:49,2024-07-03 19:10:32
43.717273,-79.418698,2024-07-02 14:49:15,2024-07-02 21:01:52,2024-07-02 21:02:13
43.824555,-79.222100,2024-07-02 14:49:20,2024-07-02 22:20:56,2024-07-02 22:21:37
43.6408455,-79.4143193,2024-07-02 14:49:34,2024-07-02 21:23:14,2024-07-02 21:25:52
43.667406,-79.534992,2024-07-02 14:49:42,2024-07-02 21:44:36,2024-07-02 21:45:19
43.583824,-79.589932,2024-07-02 14:50:00,2024-07-02 21:14:48,2024-07-02 21:15:16
43.709676,-79.388685,2024-07-02 14:50:03,2024-07-02 22:56:45,2024-07-02 23:01:12
43.575433,-79.642493,2024-07-02 14:50:07,2024-07-03 01:10:13,2024-07-03 01:11:07
43.650895,-79.422600,2024-07-02 14:50:18,2024-07-02 22:54:06,2024-07-02 22:56:03
43.581925,-79.739255,2024-07-03 20:00:14,2024-07-04 23:56:34,2024-07-04 23:57:09
43.532323,-79.680394,2024-07-02 14:50:32,2024-07-02 23:23:40,2024-07-02 23:23:59
43.672008,-79.387932,2024-07-02 14:50:36,2024-07-02 23:51:32,2024-07-02 23:53:06
43.652693,-79.356535,2024-07-02 14:50:37,2024-07-02 22:08:39,2024-07-02 22:09:53
43.606535,-79.540942,2024-07-02 14:50:37,2024-07-03 00:23:56,2024-07-03 00:24:33
43.615492,-79.638292,2024-07-02 14:50:37,2024-07-02 21:52:33,2024-07-02 21:53:06
43.413154,-79.716595,2024-07-02 14:50:37,2024-07-02 21:45:30,2024-07-02 21:46:11
43.771021,-79.672154,2024-07-02 14:50:37,2024-07-02 21:13:03,2024-07-02 21:16:39
43.710496,-79.383723,2024-07-02 14:50:38,2024-07-02 23:06:48,2024-07-02 23:08:06
43.657549,-79.405110,2024-07-02 14:50:39,2024-07-02 20:29:12,2024-07-02 20:37:01
43.561425,-79.591345,2024-07-02 14:50:39,2024-07-02 21:32:58,2024-07-02 21:33:33
43.760905,-79.715997,2024-07-02 14:50:39,2024-07-02 22:19:56,2024-07-02 22:20:42
43.644528,-79.407441,2024-07-02 14:50:39,2024-07-02 21:09:39,2024-07-02 21:10:05
43.651603,-79.733351,2024-07-02 14:50:39,2024-07-03 00:33:55,2024-07-03 00:34:38
43.646461,-79.373087,2024-07-02 14:50:40,2024-07-02 22:36:59,2024-07-02 22:38:18
43.767411,-79.243557,2024-07-02 14:50:41,2024-07-02 23:17:07,2024-07-02 23:17:45
43.873883,-79.066745,2024-07-02 14:50:41,2024-07-02 21:58:09,2024-07-02 22:02:06
43.475820,-79.746257,2024-07-02 14:50:41,2024-07-02 22:53:21,2024-07-02 22:53:55
43.864176,-79.064361,2024-07-02 14:50:41,2024-07-02 21:53:03,2024-07-02 21:54:33
43.875544,-79.095283,2024-07-02 14:50:41,2024-07-02 20:38:29,2024-07-02 20:39:40
43.866080,-79.357813,2024-07-02 14:50:41,2024-07-02 20:53:57,2024-07-02 20:55:02
43.781258,-79.739962,2024-07-02 14:50:43,2024-07-02 21:49:54,2024-07-02 21:50:21
43.727715,-79.643868,2024-07-02 14:50:43,2024-07-02 22:33:19,2024-07-02 22:33:53
43.903254,-78.961253,2024-07-02 14:50:43,2024-07-02 22:24:19,2024-07-02 22:24:56
43.6375621,-79.3996469,2024-07-02 14:50:44,2024-07-02 22:34:47,2024-07-02 22:35:02
43.708965,-79.392985,2024-07-02 14:50:44,2024-07-02 21:49:13,2024-07-02 21:49:42
43.660901,-79.378622,2024-07-02 14:50:44,2024-07-02 22:53:35,2024-07-02 22:54:37
43.376198,-79.797926,2024-07-02 14:50:45,2024-07-02 21:35:56,2024-07-02 21:37:06
43.714022,-79.282544,2024-07-02 14:50:45,2024-07-02 22:46:52,2024-07-02 22:49:16
43.796084,-79.176252,2024-07-02 14:50:45,2024-07-03 16:29:37,2024-07-03 16:30:35
43.827524,-79.621148,2024-07-02 14:50:45,2024-07-02 23:49:21,2024-07-02 23:50:02
43.85549,-79.228342,2024-07-02 14:50:46,2024-07-03 00:25:42,2024-07-03 00:26:15
43.874722,-79.456165,2024-07-02 14:50:46,2024-07-02 20:48:34,2024-07-02 20:49:48
43.624020,-79.736974,2024-07-02 14:50:46,2024-07-02 23:49:08,2024-07-02 23:49:45
43.790208,-79.175678,2024-07-02 14:50:47,2024-07-03 00:22:25,2024-07-03 00:25:20
43.640171,-79.577464,2024-07-02 14:50:47,2024-07-02 22:04:46,2024-07-02 22:05:21
43.792668,-79.748366,2024-07-02 14:50:47,2024-07-02 21:37:31,2024-07-02 21:38:15
43.6416537,-79.4008189,2024-07-02 14:50:48,2024-07-02 22:39:47,2024-07-02 22:40:04
43.810810,-79.731188,2024-07-02 14:50:48,2024-07-02 21:25:48,2024-07-02 21:26:57
43.887511,-79.216332,2024-07-02 14:50:48,2024-07-02 22:34:28,2024-07-02 22:36:01
43.787823,-79.624420,2024-07-02 14:50:49,2024-07-02 22:46:34,2024-07-02 23:02:15
43.740912,-79.756144,2024-07-02 14:50:49,2024-07-02 23:47:11,2024-07-02 23:48:06
43.708464,-79.270981,2024-07-02 14:50:49,2024-07-03 17:19:03,2024-07-03 17:20:13
43.775961,-79.216734,2024-07-02 14:50:49,2024-07-02 22:44:09,2024-07-02 22:45:30
43.496393,-79.698891,2024-07-02 14:50:49,2024-07-03 00:21:28,2024-07-03 00:22:10
43.344062,-79.765070,2024-07-02 14:50:49,2024-07-02 23:48:17,2024-07-02 23:48:56
43.660427,-79.449265,2024-07-02 14:50:50,2024-07-02 23:45:12,2024-07-02 23:48:36
43.652588,-79.367691,2024-07-02 14:50:50,2024-07-02 20:56:59,2024-07-02 20:57:28
43.650015,-79.387358,2024-07-02 14:50:51,2024-07-02 22:13:45,2024-07-02 22:15:15
43.742311,-79.247852,2024-07-02 14:50:52,2024-07-02 23:54:55,2024-07-02 23:55:21
43.690778,-79.851368,2024-07-02 14:50:53,2024-07-02 23:21:44,2024-07-02 23:22:52
43.895640,-78.931782,2024-07-02 14:50:55,2024-07-02 22:48:58,2024-07-02 22:49:56
43.749933,-79.192010,2024-07-02 14:50:55,2024-07-03 00:01:34,2024-07-03 00:02:09
43.553100,-79.736169,2024-07-02 14:50:57,2024-07-03 00:45:16,2024-07-03 00:46:55
43.877780,-79.445000,2024-07-02 14:50:59,2024-07-02 20:57:49,2024-07-02 20:58:15
43.791707,-79.475995,2024-07-02 14:51:01,2024-07-02 20:17:39,2024-07-02 20:18:17
43.6629201,-79.3785383,2024-07-02 14:51:16,2024-07-02 22:09:19,2024-07-02 22:12:56
43.681582,-79.292353,2024-07-02 14:51:32,2024-07-03 18:01:03,2024-07-03 18:01:53
43.813446,-79.361231,2024-07-02 15:54:42,2024-07-02 23:00:02,2024-07-02 23:00:20
43.896186,-79.223279,2024-07-02 14:51:38,2024-07-02 22:40:56,2024-07-02 22:42:14
43.879120,-79.227552,2024-07-02 14:51:40,2024-07-02 22:13:16,2024-07-02 22:14:25
43.774394,-79.332910,2024-07-02 14:51:44,2024-07-03 02:13:54,2024-07-03 02:18:09
43.867689,-79.473434,2024-07-02 14:52:02,2024-07-02 20:37:16,2024-07-02 20:37:38
43.681180,-79.355625,2024-07-02 14:52:13,2024-07-02 20:53:07,2024-07-02 20:53:32
43.705230,-79.396432,2024-07-02 14:52:25,2024-07-02 22:05:34,2024-07-02 22:06:46
43.859186,-79.418131,2024-07-02 14:52:26,2024-07-02 20:25:29,2024-07-02 20:26:14
44.039549,-79.474743,2024-07-02 14:52:27,2024-07-02 22:36:37,2024-07-02 22:38:11
43.726655,-79.568185,2024-07-02 15:08:42,2024-07-02 23:27:25,2024-07-02 23:28:12
43.778694,-79.158330,2024-07-02 14:52:37,2024-07-02 23:38:04,2024-07-02 23:39:40
43.659718,-79.763629,2024-07-02 14:52:39,2024-07-03 01:25:13,2024-07-03 01:26:13
43.669062,-79.394593,2024-07-02 14:52:47,2024-07-02 23:27:28,2024-07-02 23:33:45
43.623221,-79.483934,2024-07-02 14:52:59,2024-07-03 00:26:10,2024-07-03 00:27:51
